,ns1:natOp,Marca_x,Produto,ns1:uCom,Quantitade,Valor Unitario,ns1:vProd,Marca_y,Index
259,Venda de mercadorias,,COMPOTA ORGANICA DE UMBU 630G,und,12,"11,52","138,24",Coopercuc,23.0
260,Venda de mercadorias,,Cafe Apui Organico,UN,18,12,216,Café Apuí,17.0
261,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,12,21,252,Manioca,258.0
262,Venda de mercadorias,,Feijao Manteiguinha 500g,UN,9,"13,86","124,74",Manioca,218.0
263,Venda de mercadorias,,Doce Organico de Umbu cremoso,und,4,"11,52","46,08",Coopercuc,30.0
264,Venda de mercadorias,,Geleia de Maracuja da Caatinga,und,6,"10,8","64,8",Coopercuc,32.0
265,Venda de mercadorias,,GELEIA DE UMBU ORGANICO 240G,UN,4,"11,52","46,08",Coopercuc,33.0
266,Venda de mercadorias,,Guarana em Po Organico - 125g,UN,6,"21,6","129,6",Terramazonia,522.0
267,Venda de mercadorias,,Nibs Nakau de Cacau Cru 100g,und,5,15,75,Nakau,320.0
268,Venda de mercadorias,,TUCUPI PRETO 40g,UN,1,60,60,Manioca,275.0
269,Venda de mercadorias,,Geleia de Priprioca 130g,UN,1,"18,8","18,8",Manioca,240.0
270,Venda de mercadorias,,Geleia de Tapereba 130g,UN,1,25,25,Manioca,243.0
271,Venda de mercadorias,,Tucupi Amarelo 1 L,und,1,35,35,Manioca,270.0
272,Venda de mercadorias,,Feijao Manteiguinha 500g,UN,20,"13,86","277,2",Manioca,218.0
273,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,20,"28,78","575,6",Peabiru,363.0
274,Venda de mercadorias,,Oleo Acai,litro,1,333,333,Oleicos,331.0
275,Venda de mercadorias,,OLEO VEGETAL DE CASTANHA,litro,1,"151,3","151,3",Oleicos,355.0
276,Venda de mercadorias,,manteiga de murmuru,Kg,1,"84,14","84,14",Inatú,186.0
277,Venda de mercadorias,,Manteiga de cupuacu,kg,1,"94,79","94,79",Inatú,184.0
278,Venda de mercadorias,,Argila Branca,Kg,1,"68,44","68,44",,
279,Venda de mercadorias,,ARGILA VERMELHA kg,kg,1,"96,66","96,66",Oleicos,342.0
280,Venda de mercadorias,,Camu Camu em po 200g,UN,1,"37,5","37,5",Terramazonia,476.0
281,Venda de mercadorias,,Camu Camu em po 200g,UN,1,"37,5","37,5",Terramazonia,476.0
282,Venda de mercadorias,,Geleia de Acai 130g,UN,1,"16,07","16,07",Manioca,223.0
283,Venda de mercadorias,,Geleia de Pimenta 130g,UN,1,"16,07","16,07",Manioca,239.0
284,Venda de mercadorias,,KIT 6 Geleias 40g,UN,1,"60,75","60,75",,
285,Venda de mercadorias,,Geleia de Manga 130G,UN,1,"16,07","16,07",Manioca,234.0
286,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,2,"10,8","21,6",Nakau,296.0
287,Venda de mercadorias,,ARGILA BRANCA 50G,UN,1,"21,05","21,05",Simbioze Amazonica,421.0
288,Venda de mercadorias,,ARGILA ROSA 50G,UN,1,"21,05","21,05",Simbioze Amazonica,439.0
289,Venda de mercadorias,,OLEO DE CASTANHA SIMBIOZE,UN,1,"23,38","23,38",Simbioze Amazonica,449.0
290,Venda de mercadorias,,OLEO  DE PRACAXI,UN,1,"34,48","34,48",Inatú,189.0
291,Venda de mercadorias,,OLEO ESSENCIAL DE COPAIBA,UN,1,"46,58","46,58",Simbioze Amazonica,464.0
292,Venda de mercadorias,,OLEO ESSENCIAL DE PRIPIOCA,UN,1,"105,3","105,3",Simbioze Amazonica,465.0
293,Venda de mercadorias,,OLEO ESSENCIAL DE BREU BRANCO,UN,1,"91,8","91,8",Inatú,196.0
294,Venda de mercadorias,,Castanha do Brasil Beneficiada 125g,und,2,"13,37","26,74",Floresta em Pé,178.0
295,Venda de mercadorias,,Cafe Apui Organico,UN,2,"13,5",27,Café Apuí,17.0
296,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 63% Cacau ao Leite de Coco com Castanha da Amazonia 5g,UN,180,"0,95",171,Nakau,303.0
297,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 72% Cacau com Cupuacu 5g,UN,180,"0,95",171,Nakau,313.0
298,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 54% Cacau ao Leite de Coco 5g,UN,60,"0,95",57,Nakau,298.0
299,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 54% Cacau 40g,UN,3,"6,5","19,5",Nakau,296.0
300,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 63% Cacau 40g,UN,1,"6,5","6,5",Nakau,299.0
301,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 72% Cacau 40g,UN,1,"6,5","6,5",Nakau,309.0
302,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 63% Cacau ao Leite de Coco com Cafe Apui 5g,UN,2,"0,95","1,9",Nakau,302.0
303,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 63% Cacau com Cafe Apui 40g,UN,2,"7,5",15,Nakau,304.0
304,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 63% Cacau com Castanha da Amazonia 43g,UN,14,"7,5",105,Nakau,306.0
305,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 72% Cacau com Cupuacu 43g,UN,4,"7,5",30,Nakau,312.0
306,Venda de mercadoria recebida anteriormente em consignacao BR,,Chocolate Nakau 72% Cacau com Pimenta Baniwa 40g,UN,2,"7,5",15,Nakau,315.0
307,Venda de mercadoria recebida anteriormente em consignacao BR,,Nibs Nakau de Cacau Cru 100g,und,5,10,50,Nakau,320.0
308,Venda de mercadoria recebida anteriormente em consignacao BR,,Castanha do Brasil Beneficiada 125g,und,48,"8,99","431,52",Floresta em Pé,178.0
309,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes,UN,5,"18,75","93,75",De Mendes,118.0
310,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes,UN,2,"18,75","37,5",De Mendes,80.0
311,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,1,40,40,Peabiru,363.0
312,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,106.0
313,Venda de mercadorias,,Chocolate Nakau 72% Cacau 40g,UN,2,15,30,Nakau,309.0
314,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,72.0
315,Venda de mercadorias,,OLEO ESSENCIAL DE PRIPIOCA,UN,2,"79,25","158,5",Simbioze Amazonica,465.0
316,Venda de mercadorias,,OLEO ESSENCIAL DE COPAIBA,UN,3,"42,5","127,5",Simbioze Amazonica,464.0
317,Venda de mercadorias,,OLEO ESSENCIAL DE BREU BRANCO,UN,4,"68,3","273,2",Inatú,196.0
318,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,80.0
319,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,72.0
320,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,89.0
321,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,106.0
322,Venda de mercadorias,,CUPULATE KUNKUNI - 70% CUPUACU - De Mendes,UN,1,"18,75","18,75",De Mendes,123.0
323,Venda de mercadorias,,Geleia de Priprioca 130g,UN,1,25,25,Manioca,240.0
324,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,1,25,25,Manioca,258.0
325,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Pimenta Baniwa 40g,UN,1,"13,5","13,5",Nakau,315.0
326,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Cupuacu 43g,UN,1,"16,5","16,5",Nakau,312.0
327,Venda de mercadorias,,Chocolate Nakau 63% Cacau com Cafe Apui 40g,UN,1,"16,5","16,5",Nakau,304.0
328,Venda de mercadorias,,Chocolate Nakau 81% Cacau 40g,UN,3,15,45,Nakau,317.0
329,Venda de mercadorias,,Chocolate Nakau 72% Cacau 40g,UN,1,15,15,Nakau,309.0
330,Venda de mercadorias,,GELEIA DE UMBU ORGANICO 240G,UN,1,12,12,Coopercuc,33.0
331,Venda de mercadorias,,UMBU BOM ORGANICO 100G,UN,1,10,10,Coopercuc,38.0
332,Venda de mercadorias,,Geleia de Maracuja da Caatinga,und,1,"10,4","10,4",Coopercuc,32.0
333,Venda de mercadorias,,Doce em corte de Umbu Organico,und,1,12,12,Coopercuc,27.0
334,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,3,25,75,Manioca,258.0
335,Venda de mercadorias,,Tucupi Amarelo 1 L,und,2,35,70,Manioca,270.0
336,Venda de mercadorias,,Feijao Manteiguinha 500g,UN,1,22,22,Manioca,218.0
337,Venda de mercadorias,,Geleia de Priprioca 130g,UN,1,25,25,Manioca,240.0
338,Venda de mercadorias,,TUCUPI PRETO 40g,UN,1,60,60,Manioca,275.0
339,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,72.0
340,Venda de mercadorias,,Farinha de Mandioca de Cruzeiro do Sul - 1kg - Naturus,und,2,18,36,Naturus,326.0
341,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,1,25,25,Manioca,258.0
342,Venda de mercadorias,,Geleia de Priprioca 130g,UN,1,"18,8","18,8",Manioca,240.0
343,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,1,40,40,Peabiru,363.0
344,Venda de mercadorias,,Tucupi Amarelo 1 L,und,2,35,70,Manioca,270.0
345,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,89.0
346,Venda de mercadorias,,Chocolate Nakau 63% Cacau com Cafe Apui 40g,UN,1,"13,5","13,5",Nakau,304.0
347,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Cupuacu 43g,UN,1,"16,5","16,5",Nakau,312.0
348,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,1,18,18,De Mendes,72.0
349,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes,UN,1,18,18,De Mendes,80.0
350,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes,UN,1,18,18,De Mendes,118.0
351,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Cupuacu 43g,UN,3,"16,5","49,5",Nakau,312.0
352,Venda de mercadorias,,Chocolate Nakau 63% Cacau com Cafe Apui 40g,UN,5,"13,5","67,5",Nakau,304.0
353,Venda de mercadorias,,Geleia de Jambu 130g,UN,1,"18,8","18,8",Manioca,229.0
354,Venda de mercadorias,,Acai em po 200g,UN,1,33,33,Terramazonia,472.0
355,Venda de mercadorias,,ARGILA NEGRA  50G,UN,1,"22,59","22,59",Simbioze Amazonica,437.0
356,Venda de mercadorias,,Cafe Apui Organico,UN,1,20,20,Café Apuí,17.0
357,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,80.0
358,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,114.0
359,Venda de mercadorias,,CUPULATE KUNKUNI - 70% CUPUACU - De Mendes,UN,1,"18,75","18,75",De Mendes,123.0
360,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,106.0
361,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,2,18,36,De Mendes,72.0
362,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,7,100,700,Peabiru,363.0
363,Venda de mercadorias,,Guarana em Po Organico - 125g,UN,8,"33,12","264,96",Terramazonia,522.0
364,Venda de mercadorias,,Acai em po 200g,UN,2,360,720,Terramazonia,472.0
365,Venda de mercadorias,,Camu Camu em po 200g,UN,2,60,120,Terramazonia,476.0
366,Venda de mercadorias,,Cupuacu em po 200g,UN,2,60,120,Terramazonia,477.0
367,Venda de mercadorias,,Chocolate Nakau 81% Cacau 40g,UN,2,15,30,Nakau,317.0
368,Venda de mercadorias,,Chocolate Nakau 63% Cacau com Cafe Apui 40g,UN,2,"13,5",27,Nakau,304.0
369,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco 5g,UN,1,3,3,Nakau,301.0
370,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco com Castanha da Amazonia 5g,UN,2,3,6,Nakau,303.0
371,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco com Cafe Apui 5g,UN,2,3,6,Nakau,302.0
372,Venda de mercadorias,,Chocolate Nakau 63% Cacau com Castanha da Amazonia 43g,UN,1,"16,5","16,5",Nakau,306.0
373,Venda de mercadorias,,Chocolate Nakau 72% Cacau 40g,UN,1,15,15,Nakau,309.0
374,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,89.0
375,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,106.0
376,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,106.0
377,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,99.0
378,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,114.0
379,Venda de mercadorias,,CUPULATE KUNKUNI - 70% CUPUACU - De Mendes,UN,2,"18,75","37,5",De Mendes,123.0
380,Venda de mercadorias,,ARGILA VERDE  50G,UN,1,"26,59","26,59",Simbioze Amazonica,440.0
381,Venda de mercadorias,,OLEO DE COPAIBA,UN,1,39,39,Oleicos,350.0
382,Venda de mercadorias,,Geleia de Manga 130G,UN,1,15,15,Manioca,234.0
383,Venda de mercadorias,,Geleia de Priprioca 130g,UN,1,25,25,Manioca,240.0
384,Venda de mercadorias,,Molho de Tucupi Preto 150ml,UN,1,25,25,Manioca,258.0
385,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Pimenta Baniwa 40g,UN,1,"13,5","13,5",Nakau,315.0
386,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Cupuacu 43g,UN,1,"16,5","16,5",Nakau,312.0
387,Venda de mercadorias,,Chocolate Nakau 63% Cacau com Cafe Apui 40g,UN,1,"16,5","16,5",Nakau,304.0
388,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,3,"18,75","56,25",De Mendes,72.0
389,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,80.0
390,Venda de mercadorias,,Chocolate Nakau 54% Cacau 40g,UN,1,15,15,Nakau,296.0
391,Venda de mercadorias,,Geleia de Manga 130G,UN,2,12,24,Manioca,234.0
392,Venda de mercadorias,,Geleia de Muruci 130G,UN,6,12,72,Manioca,236.0
393,Venda de mercadorias,,Doce de garfo de Cupuacu 130G,UN,1,12,12,,
394,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g,UN,4,12,48,Manioca,225.0
395,Venda de mercadorias,,Chocolate Nakau 72% Cacau 5g,UN,5,3,15,Nakau,310.0
396,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Cupuacu 5g,UN,5,3,15,Nakau,313.0
397,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,2,18,36,De Mendes,72.0
398,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes,UN,2,"18,75","37,5",De Mendes,118.0
399,Venda de mercadorias,,Chocolate Nakau 81% cacau 5g,UN,1,3,3,Nakau,318.0
400,Venda de mercadorias,,ARGILA VERDE  50G,UN,1,"22,59","22,59",Simbioze Amazonica,440.0
401,Venda de mercadorias,,ARGILA BRANCA DA AMAZONIA + CUPUACU  50G,UN,1,"24,99","24,99",Simbioze Amazonica,422.0
402,Venda de mercadorias,,Geleia de Jambu 130g,UN,1,"18,8","18,8",Manioca,229.0
403,Venda de mercadorias,,Tucupi Amarelo 1 L,und,1,35,35,Manioca,270.0
404,Venda de mercadorias,,TUCUPI PRETO 40g,UN,1,60,60,Manioca,275.0
405,Venda de mercadorias,,KIT 6 Geleias 40g,UN,1,80,80,,
406,Venda de mercadorias,,Geleia de Tapereba 130g,UN,1,25,25,Manioca,243.0
407,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,72.0
408,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,1,40,40,Peabiru,363.0
409,Venda de mercadorias,,Geleia de Jambu 130g,UN,1,"18,8","18,8",Manioca,229.0
410,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g,UN,1,"18,8","18,8",Manioca,225.0
411,Venda de mercadorias,,Chocolate Nakau 63% Cacau 40g,UN,1,15,15,Nakau,299.0
412,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g,UN,1,"18,8","18,8",Manioca,225.0
413,Venda de mercadorias,,CERVEJA MARATINGA FRUIT BEER 500ML,UN,1,"24,3","24,3",Coopercuc,21.0
414,Venda de mercadorias,,OLEO DE COPAIBA,UN,3,35,105,Oleicos,350.0
415,Venda de mercadorias,,Chocolate Nakau 63% Cacau 40g,UN,5,15,75,Nakau,299.0
416,Venda de mercadorias,,Geleia de Tapereba 130g,UN,1,25,25,Manioca,243.0
417,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,106.0
418,Venda de mercadorias,,Castanha do Brasil Beneficiada 125g,und,1,20,20,Floresta em Pé,178.0
419,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco 5g,UN,2,3,6,Nakau,301.0
420,Venda de mercadorias,,Chocolate Nakau 81% cacau 5g,UN,2,3,6,Nakau,318.0
421,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco com Cafe Apui 5g,UN,2,3,6,Nakau,302.0
422,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Pimenta Baniwa 40g,UN,1,"13,5","13,5",Nakau,315.0
423,Venda de mercadorias,,KIT 6 Geleias 40g,UN,1,80,80,,
424,Venda de mercadorias,,Cafe Apui Organico,UN,16,12,192,Café Apuí,17.0
425,Venda de mercadorias,,KIT 6 Geleias 40g,UN,2,80,160,,
426,Venda de mercadorias,,Oleo de Pataua - Simbioze,UN,1,50,50,Simbioze Amazonica,454.0
427,Venda de mercadorias,,Geleia de Cacau com Cumaru - 130g,UN,1,"18,8","18,8",Manioca,225.0
428,Venda de mercadorias,,Cafe Apui Organico,UN,1,20,20,Café Apuí,17.0
429,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,20,"27,86","557,2",Peabiru,363.0
430,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 300G,UN,20,"41,61","832,2",Peabiru,372.0
431,Venda de mercadorias,,Chocolate Nakau 72% Cacau 5g,UN,6,3,18,Nakau,310.0
432,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,2,40,80,Peabiru,363.0
433,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,1,18,18,De Mendes,72.0
434,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes,UN,1,18,18,De Mendes,118.0
435,Venda de mercadorias,,Chocolate Nakau 72% Cacau 40g,UN,6,15,90,Nakau,309.0
436,Venda de mercadorias,,Geleia de Jambu 130g,UN,1,"18,8","18,8",Manioca,229.0
437,Venda de mercadorias,,Tucupi Amarelo 1 L,und,1,35,35,Manioca,270.0
438,Venda de mercadorias,,TUCUPI PRETO 40g,UN,1,60,60,Manioca,275.0
439,Venda de mercadorias,,Oleo Essencial de Breu Branco - Simbioze - 10 ml,UN,1,"66,78","66,78",Simbioze Amazonica,461.0
440,Venda de mercadorias,,CUPULATE KUNKUNI - 70% CUPUACU - De Mendes,UN,1,"18,75","18,75",De Mendes,123.0
441,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,106.0
442,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,99.0
443,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,89.0
444,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,1,18,18,De Mendes,72.0
445,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,1,40,40,Peabiru,363.0
446,Venda de mercadorias,,Oleo de Pataua - Simbioze,UN,1,50,50,Simbioze Amazonica,454.0
447,Venda de mercadorias,,Farinha de Mandioca de Cruzeiro do Sul - 1kg - Naturus,und,1,18,18,Naturus,326.0
448,Venda de mercadorias,,Chocolate Nakau 54% Cacau ao Leite de Coco 5g,UN,50,"0,8",40,Nakau,298.0
449,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco 5g,UN,50,"0,8",40,Nakau,301.0
450,Venda de mercadorias,,Chocolate Nakau 72% Cacau 5g,UN,50,"0,8",40,Nakau,310.0
451,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco com Cafe Apui 5g,UN,50,"0,85","42,5",Nakau,302.0
452,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco com Castanha da Amazonia 5g,UN,50,"0,85","42,5",Nakau,303.0
453,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Cupuacu 5g,UN,50,"0,85","42,5",Nakau,313.0
454,Venda de mercadorias,,Chocolate Nakau 63% Cacau com Cafe Apui 40g,UN,1,12,12,Nakau,304.0
455,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Cupuacu 43g,UN,3,12,36,Nakau,312.0
456,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Pimenta Baniwa 40g,UN,1,12,12,Nakau,315.0
457,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco com Castanha da Amazonia 5g,UN,3,3,9,Nakau,303.0
458,Venda de mercadorias,,Doce em corte de Umbu Organico,und,1,12,12,Coopercuc,27.0
459,Venda de mercadorias,,Oleo de Copaiba - Simbioze,UN,1,35,35,Simbioze Amazonica,451.0
460,Venda de mercadorias,,CUPULATE KUNKUNI - 70% CUPUACU - De Mendes,UN,2,"18,75","37,5",De Mendes,123.0
461,Venda de mercadorias,,Oleo de Pataua - Simbioze,UN,2,50,100,Simbioze Amazonica,454.0
462,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,1,"18,75","18,75",De Mendes,106.0
463,Venda de mercadorias,,Doce de garfo de Cupuacu 130G,UN,2,25,50,,
464,Venda de mercadorias,,Farinha de Mandioca de Cruzeiro do Sul - 1kg - Naturus,und,1,21,21,Naturus,326.0
465,Venda de mercadorias,,MEL DE ABELHA SEM FERRAO 150G,UN,1,40,40,Peabiru,363.0
466,Venda de mercadorias,,CERVEJA UMBU BELGIAN PALE ALE 500ML,UN,1,"21,6","21,6",Coopercuc,22.0
467,Venda de mercadorias,,Tucupi Amarelo 1 L,und,1,35,35,Manioca,270.0
468,Venda de mercadorias,,CERVEJA UMBU BELGIAN PALE ALE 500ML,UN,1,"21,6","21,6",Coopercuc,22.0
469,Venda de mercadorias,,CERVEJA MARATINGA FRUIT BEER 500ML,UN,1,"24,3","24,3",Coopercuc,21.0
470,Venda de mercadorias,,Doce em corte de Umbu Organico,und,1,12,12,Coopercuc,27.0
471,Venda de mercadorias,,COMPOTA ORGANICA DE UMBU 630G,UN,1,"12,5","12,5",Coopercuc,23.0
472,Venda de mercadorias,,Cafe Apui Organico,UN,1,20,20,Café Apuí,17.0
473,Venda de mercadorias,,Guarana em Po Organico - 125g,UN,10,25,250,Terramazonia,522.0
474,Venda de mercadorias,,Castanha do Brasil Beneficiada 125g,und,10,17,170,Floresta em Pé,178.0
475,Venda de mercadorias,,CHOCOLATE AO LEITE DE BUFALA - 47% CACAU - De Mendes,UN,10,"18,75","187,5",De Mendes,72.0
476,Venda de mercadorias,,CHOCOLATE BOM JARDIM - 63% CACAU - De Mendes,UN,10,"18,75","187,5",De Mendes,80.0
477,Venda de mercadorias,,CHOCOLATE JARI - 65% CACAU - De Mendes,UN,10,"18,75","187,5",De Mendes,89.0
478,Venda de mercadorias,,CHOCOLATE MOCAJUBA - 74% CACAU - De Mendes,UN,10,"18,75","187,5",De Mendes,99.0
479,Venda de mercadorias,,CHOCOLATE MULHERES DA FLORESTA - 72% CACAU - De Mendes,UN,10,"18,75","187,5",De Mendes,106.0
480,Venda de mercadorias,,CHOCOLATE SAKAGUCHI - 78% CACAU - De Mendes,UN,10,"18,75","187,5",De Mendes,114.0
481,Venda de mercadorias,,CHOCOLATE XIBA - 81% CACAU - De Mendes,UN,10,"18,75","187,5",De Mendes,118.0
482,Venda de mercadorias,,CUPULATE KUNKUNI - 70% CUPUACU - De Mendes,UN,10,"18,75","187,5",De Mendes,123.0
483,Venda de mercadorias,,Farinha de Mandioca de Cruzeiro do Sul - 1kg - Naturus,und,2,18,36,Naturus,326.0
484,Venda de mercadorias,,Geleia de Muruci 130G,UN,13,"15,88","206,44",Manioca,236.0
485,Venda de mercadorias,,Geleia de Manga 130G,UN,13,"15,88","206,44",Manioca,234.0
486,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco com Cafe Apui 5g,UN,1,"0,05","0,05",Nakau,302.0
487,Venda de mercadorias,,Chocolate Nakau 63% Cacau ao Leite de Coco com Castanha da Amazonia 5g,UN,1,"0,03","0,03",Nakau,303.0
488,Venda de mercadorias,,Chocolate Nakau 72% Cacau com Cupuacu 5g,UN,1,"0,04","0,04",Nakau,313.0
489,Venda de mercadorias,,CERVEJA MARATINGA FRUIT BEER 500ML,UN,1,24,24,Coopercuc,21.0
490,Venda de mercadorias,,Gengibre em Po 200g,UN,1,24,24,Terramazonia,512.0
491,Venda de mercadorias,,TUCUPI PRETO 40g,UN,1,60,60,Manioca,275.0
492,Venda de mercadorias,,Chocolate Nakau 54% Cacau 80g,qt,1,"9,9","9,9",Nakau,297.0
493,Venda de mercadorias,,Chocolate Nakau 63% Cacau com Cafe Apui 80g,qt,1,"10,9","10,9",Nakau,305.0
494,Venda de mercadorias,,Chocolate Nakau 63% Cacau com Castanha da Amazonia 80g,qt,1,"10,9","10,9",Nakau,308.0
495,Venda de mercadorias,,Chocolate Nakau 63% Cacau 80g,qt,1,"9,9","9,9",Nakau,300.0
